original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Allocasuarina acutivalvis,Allocasuarina acutivalvis,Allocasuarina acutivalvis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina acutivalvis ssp. acutivalvis,Allocasuarina acutivalvis subsp. acutivalvis,Allocasuarina acutivalvis subsp. acutivalvis,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina campestris,Allocasuarina campestris,Allocasuarina campestris,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina campestris,Allocasuarina campestris,Allocasuarina campestris,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina corniculata,Allocasuarina corniculata,Allocasuarina corniculata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina decussata,Allocasuarina decussata,Allocasuarina decussata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina decussata,Allocasuarina decussata,Allocasuarina decussata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina fraseriana,Allocasuarina fraseriana,Allocasuarina fraseriana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina globosa,Allocasuarina globosa,Allocasuarina globosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina helmsii,Allocasuarina helmsii,Allocasuarina helmsii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina huegeliana,Allocasuarina huegeliana,Allocasuarina huegeliana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina huegeliana,Allocasuarina huegeliana,Allocasuarina huegeliana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina huegeliana,Allocasuarina huegeliana,Allocasuarina huegeliana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina hystericosa,Allocasuarina hystericosa,Allocasuarina hystricosa,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Allocasuarina hystricosa,Allocasuarina hystricosa,Allocasuarina hystricosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina lehmanniana,Allocasuarina lehmanniana,Allocasuarina lehmanniana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina microstachys,Allocasuarina microstachys,Allocasuarina microstachya,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Allocasuarina preissii,Allocasuarina preissii,Allocasuarina sp. [Allocasuarina preissii; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted
Allocasuarina sclerocalda,Allocasuarina sclerocalda,Allocasuarina scleroclada,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Allocasuarina scleroclada,Allocasuarina scleroclada,Allocasuarina scleroclada,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina spinosissima,Allocasuarina spinosissima,Allocasuarina spinosissima,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina spinosissima,Allocasuarina spinosissima,Allocasuarina spinosissima,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina trichodon,Allocasuarina trichodon,Allocasuarina trichodon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Allocasuarina trichodon,Allocasuarina trichodon,Allocasuarina trichodon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Alogyne hakeifolia,Alogyne hakeifolia,Alogyne hakeifolia,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Alyxia buxifolia,Alyxia buxifolia,Alyxia buxifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Amanita carneiphylla,Amanita carneiphylla,Amanita sp. [Amanita carneiphylla; Barrett_2009],APNI,genus,Exact match of the first word of the taxon name to an APNI-listed genus (2023-09-08),match_20c_genus_exact_APNI
Amperea protensa,Amperea protensa,Amperea protensa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anarthria laevis,Anarthria laevis,Anarthria laevis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia amabile,Andersonia amabile,Andersonia amabile,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Andersonia auriculata,Andersonia auriculata,Andersonia auriculata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia axilliflora,Andersonia axilliflora,Andersonia axilliflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia carinata,Andersonia carinata,Andersonia carinata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia depressa,Andersonia depressa,Andersonia depressa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia echinocephala,Andersonia echinocephala,Andersonia echinocephala,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia grandiflora,Andersonia grandiflora,Andersonia grandiflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia hammersleyana,Andersonia hammersleyana,Andersonia hammersleyana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia hammerslyeana,Andersonia hammerslyeana,Andersonia hammersleyana,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Andersonia jamesii,Andersonia jamesii,Andersonia jamesii MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Andersonia jamesii,Andersonia jamesii,Andersonia jamesii MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Andersonia lazulina,Andersonia lazulina,Andersonia lanuginosa,APC,species,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name
Andersonia pinaster,Andersonia pinaster,Andersonia pinaster,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia redolens,Andersonia redolens,Andersonia redolens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia setifolia,Andersonia setifolia,Andersonia setifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia sprengelioides,Andersonia sprengelioides,Andersonia sprengelioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Andersonia virolens,Andersonia virolens,Andersonia virolens,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Angasomyrtus salina,Angasomyrtus salina,Angasomyrtus salina,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Anigozanthos bicolor ssp. minor,Anigozanthos bicolor subsp. minor,Anigozanthos bicolor subsp. minor,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anigozanthos gabrielae,Anigozanthos gabrielae,Anigozanthos gabrielae,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis fasciculata,Anthocercis fasciculata,Anthocercis fasciculata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis genistoides,Anthocercis genistoides,Anthocercis genistoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis littorea,Anthocercis littorea,Anthocercis littorea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis sylvicola,Anthocercis sylvicola,Anthocercis sylvicola,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis viscosa,Anthocercis viscosa,Anthocercis viscosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Anthocercis viscosa ssp. caudata,Anthocercis viscosa subsp. caudata,Anthocercis viscosa subsp. caudata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
